time,sensor,PM2.5,PM10
2020-06-07 06:50:22,sds011_38CF,12.8,22.1
2020-06-07 06:51:33,sds011_38CF,12.1,21.6
2020-06-07 06:52:44,sds011_38CF,11.6,18.2
2020-06-07 06:53:48,sds011_38CF,11.7,19.5
2020-06-07 06:54:59,sds011_38CF,13.0,20.2
2020-06-07 06:56:10,sds011_38CF,12.7,22.6
2020-06-07 06:57:22,sds011_38CF,12.9,19.1
2020-06-07 06:58:33,sds011_38CF,13.4,22.5
2020-06-07 06:59:36,sds011_38CF,13.0,20.4
2020-06-07 07:00:47,sds011_38CF,13.5,24.6
2020-06-07 07:01:59,sds011_38CF,13.4,20.7
2020-06-07 07:03:10,sds011_38CF,14.0,25.8
2020-06-07 07:04:21,sds011_38CF,13.2,23.0
2020-06-07 07:05:33,sds011_38CF,14.7,24.9
2020-06-07 07:06:44,sds011_38CF,14.0,22.4
2020-06-07 07:07:55,sds011_38CF,14.4,23.6
2020-06-07 07:09:07,sds011_38CF,15.2,26.7
2020-06-07 07:10:18,sds011_38CF,14.1,21.1
2020-06-07 07:11:29,sds011_38CF,15.1,25.1
2020-06-07 07:12:41,sds011_38CF,14.4,23.5
2020-06-07 07:13:52,sds011_38CF,13.0,23.5
2020-06-07 07:14:55,sds011_38CF,14.1,23.0
2020-06-07 07:16:07,sds011_38CF,15.0,23.2
2020-06-07 07:17:18,sds011_38CF,15.4,27.6
2020-06-07 07:18:29,sds011_38CF,13.5,19.4
2020-06-07 07:19:41,sds011_38CF,14.6,24.4
2020-06-07 07:20:52,sds011_38CF,14.5,27.1
2020-06-07 07:22:03,sds011_38CF,16.7,28.7
2020-06-07 07:23:07,sds011_38CF,16.6,29.6
2020-06-07 07:24:18,sds011_38CF,16.4,28.0
2020-06-07 07:25:29,sds011_38CF,14.8,20.7
2020-06-07 07:26:41,sds011_38CF,16.1,24.5
2020-06-07 07:28:27,sds011_38CF,17.2,25.8
2020-06-07 07:29:39,sds011_38CF,16.7,28.0
2020-06-07 07:30:50,sds011_38CF,17.5,28.1
